Month,Day,Year,Danger Message
April,10,2024,"The snowpack is generally stable, and the avalanche danger is overall LOW this morning, with normal caution advised. The two main concerns are isolated pockets of wind-drifted snow in exposed upper-elevation terrain and wet snow on the steep solar slopes.

Most of the drifting will be on north to east to south facing aspects, but terrain channeling may drift snow onto any aspect. These soft slabs should be easy to recognize this morning; avoid any slopes with obvious signs of wind-drifted snow.

Throughout the day, as the winds decrease, the strong sunshine may cause the avalanche danger to rise at all elevations facing east-south-west. In these areas, it could become possible for humans to trigger wet loose snow avalanches."
April,09,2024,"With direct sun and heating, the danger for wet avalanches will rise to MODERATE (or higher) on all steep solar aspects.  
HEADS UP!  Increasing winds along the higher elevations will lead to changing conditions.   Look for a developing MODERATE danger for wind drifted snow avalanches, primarily on steep north to east to south facing terrain."
April,08,2024,"The Provo mountains have a mostly LOW avalanche danger this morning and the snow is generally stable.  Remember that risk is inherent in mountain travel and even small avalanches can lead to trouble in extreme terrain.  
The danger for wet avalanches will rise to MODERATE on all steep solar aspects.  Cloud cover will be a wild card across the range - you'll need to watch how the snow is changing under your feet and adjust accordingly."
April,07,2024,"Today, the avalanche danger is MODERATE across all upper-elevation steep terrain for triggering shallow soft slabs of Wind-Drifted Snow. We also have a MODERATE avalanche danger across all mid and upper-elevation terrain for New Snow avalanches. Here, loose-dry and shallow soft slab avalanches failing within the new storm snow are possible.
The wild card is the strong April sunshine. See the Wet Snow description below."
April,06,2024,This morning the avalanche danger is MODERATE and will likely rise to CONSIDERABLE during the afternoon as heavy snowfall and strong winds create unstable avalanche conditions. Loose-dry and soft slab avalanches failing within the new storm snow will be the predominant avalanche problems today.
April,05,2024,The avalanche danger is mostly LOW with a MODERATE danger at low elevations with wet-loose avalanches possible due to poor overnight refreezes. The avalanche danger could rise to MODERATE at the mid and upper elevations during the afternoon as gusty winds drift new snow into shallow soft slabs of wind-drifted snow.
April,04,2024,"The danger for wet avalanches will rapidly rise to CONSIDERABLE on all steep east to south to west facing aspects this morning.  With direct sun and skyrocketing temperatures, dangerous wet avalanche conditions can be expected on and below steep solar terrain. Mid and lower elevation shady terrain will also produce wet slides and a MODERATE danger with today's heat and greenhousing.  You may also find an elevated hazard for shallow wind drifted snow avalanches along the highest elevation bands today.
Cornices, roof avalanches and glide avalanches remain significant objective hazards."
April,03,2024,"The danger for wet avalanches will rapidly rise to CONSIDERABLE on all steep east to south to west facing aspects this morning.  With direct sun and skyrocketing temperatures, dangerous wet avalanche conditions can be expected on and below steep solar terrain. Mid and lower elevation shady terrain will also produce wet slides and a MODERATE danger with today's heat.  
Cornices and roof avalanches are objective hazards for today."
April,02,2024,"This morning, there is MODERATE avalanche danger on all aspects at mid and upper elevations, where triggering a soft slab of wind-drifted snow remains possible.

Throughout the day, the strong sun and very warm temperatures will cause the avalanche danger to rise to MODERATE on steep solar aspects and some lower elevation polar aspects as the slopes heat up and the snow becomes wet. Dealing with wet snow is a matter of timing, and avoiding being on damp surfaces during the warmest part of the day is the best approach.

Avoid traveling on or underneath corniced ridgelines, as they may collapse due to warming."
April,01,2024,"Today, the avalanche danger is MODERATE in the mid and upper-elevation terrain, where humans are likely to trigger wind-drifted snow avalanches. The low-elevation slopes that received generally less wind and snow have a LOW danger.
Use careful snowpack evaluation and cautious route-finding when you are near or approaching exposed ridgetops or areas where strong winds have transported new snow. If the sun comes out at any point during the day, the snow surface will rapidly heat up, and we could begin seeing small wet-loose avalanches on solar aspects."
March,31,2024,"Today, the avalanche danger is CONSIDERABLE in upper elevation terrain where humans are likely to trigger wind-drifted snow avalanches. The avalanche danger is MODERATE in mid elevation terrain and LOW in lower elevation terrain where it will still be possible to trigger avalanches failing within new or wind-drifted snow. 

Today, use careful snowpack evaluation and cautious route finding when you are near or approaching exposed ridge-tops or areas where strong winds have transported new snow.  Avalanches travel in packs, so if you see signs of instability, it is time to back off and choose lower angle terrain."
March,30,2024,"Today, the avalanche danger will start out at MODERATE on all aspects and elevations for new and wind-drifted snow. The avalanche danger could rise to CONSIDERABLE throughout the day with increased snowfall and wind. 

The travel advice for today is to use careful snowpack evaluation and cautious route finding. Avalanches travel in packs, so if you see signs of instability, it is time to back off and choose lower angle terrain.  On east facing slopes at mid-elevations there is a lingering layer of facets above a melt-freeze crust that may make for more sensitive avalanche conditions on terrain over 35 °."
March,29,2024,The avalanche danger is MODERATE on all mid and upper-elevation slopes where triggering a soft slab of wind-drifted or new snow is possible. Any avalanche may break down over 2' deep. The avalanche danger is LOW at low elevations.
March,28,2024,"Throughout the day, the incoming storm may cause avalanche danger to rise to MODERATE on all mid and upper-elevation slopes, where periods of heavy snowfall and strong winds will make human triggered avalanches possible. The elevated winds will continue to form unstable slabs of wind-drifted snow at upper elevations. Both loose snow and slab avalanches may be possible within the different layers of new snow from the past week.

During periods of higher snowfall rates (greater than 1"" per hour), avalanches will be easier to trigger. If the snowfall rates spike, the avalanche danger will spike as well. Watch for any signs of instability such as cracking and sluffing."
March,27,2024,"This morning, there is MODERATE avalanche danger on all aspects at mid and upper elevations, where human-triggered soft slab avalanches are possible.
Throughout the day, the strong sunshine will cause avalanche danger will rise to MODERATE at all elevations facing east-south-west, where it will be possible for humans to trigger wet loose snow avalanches that could lead to shallow wet slab avalanches on steep solar aspects. Dealing with a wet snow problem is a matter of timing, and avoiding being on damp surfaces during the warmest part of the day is the best approach."
March,26,2024,"Today, there is a MODERATE avalanche danger on all aspects at the mid and upper elevations where human triggered soft slab avalanches are possible. The avalanche danger is LOW in lower elevation terrain.  

Evaluate snow and terrain carefully today as the likelihood of triggering an avalanche will increase with additional precipitation, wind transport, and any hint of March sun that may create periods of increased instability."
March,25,2024,"There is a MODERATE avalanche danger on all aspects at the mid and upper elevations where human triggered soft slab avalanches are possible. The avalanche danger is LOW in lower elevation terrain.  

Today, avalanches will fail on a density change within the newest snow. During periods of heavy snowfall or wind transporting snow the likelihood of triggering an avalanche will increase."
March,24,2024,"The avalanche danger is MODERATE across all upper-elevation steep terrain for dry-loose (sluffs) and soft slab avalanches that will fail within the new snow (density changes) or at the old/new snow interface. Strong winds have also created fresh soft slabs of wind-drifted snow. Look for and avoid slopes the wind has loaded.   

The wild cards: Thunderstorms and heavy snow showers are forecast today. Remember that even a short period of intense snowfall can instantly spike the avalanche danger. And if, for any reason, we see the sun today, you can guarantee that wet-loose avalanches will happen instantly."
March,23,2024,"The avalanche danger is LOW and the snow is generally stable.  Remember that Low danger does not mean No danger.  Even small avalanches can lead to trouble in extreme terrain.  

With a strong storm heading our way, be sure to re-evaluate your plans based on the weather today. Heavy snowfall for a short period can instantly spike the avalanche danger."
March,22,2024,"The avalanche danger is LOW and the snow is generally stable.  Remember that Low danger does not mean No danger.  Even small avalanches can lead to trouble in extreme terrain.  
With daytime warming and/or greenhousing, the snow today may become wet, unsupportable, and unstable.  Any wet avalanche may gouge more deeply into unconsolidated wet grains, leading to a much larger avalanche.  You'll need to pay attention to the snow under your feet today."
March,21,2024,"The avalanche danger is currently LOW this morning. However, with a poor overnight refreeze and temperatures expected to climb well into the 40s F, the danger may rise to MODERATE for wet snow avalanches on steep solar aspects and some lower and mid elevation polar aspects during periods of strong sunshine before a weak front moves through the area late this afternoon.
Watch for changing conditions; once the snow becomes wet, unsupportable, and unstable, it's time to move off of these aspects.
Avoid traveling on or underneath corniced ridgelines, as cornices may collapse due to warming. Terrain prone to glide avalanches should also be avoided."
March,20,2024,"The avalanche danger is LOW this morning, but it will rise to MODERATE for wet snow avalanches on all steep solar (southerly) aspects and some lower elevation polar (northerly) aspects as the slopes heat up. It's time to move off of these aspects once the snow becomes wet, unsupportable, and unstable.
Avoid traveling on or underneath corniced ridgelines, as cornices may collapse due to warming.
Terrain that is prone to glide avalanches should also be avoided."
March,19,2024,"The avalanche danger will rise to MODERATE for wet snow avalanches on all steep solar (southerly) aspects and some lower elevation polar (northerly) aspects.  It's time to move off of these aspects once the snow becomes wet, unsupportable, and unstable. 



Avoid traveling on or underneath corniced ridgelines as cornices may collapse due to warming."
March,18,2024,"The avalanche danger will again rise to MODERATE for wet avalanches on all steep solar aspects and some lower elevation polar aspects.  Don't overstay your welcome on (or below) terrain once the snow becomes wet, unsupportable, and unstable.  
Cornice-fall and roof-alanches should be on your radar this week."
March,17,2024,"The avalanche danger will rise to MODERATE at all elevations facing east-south-west, where it will be possible for humans to trigger wet loose snow avalanches that could lead to shallow wet slab avalanches on steep solar aspects. All other aspects have a LOW avalanche danger.
Dealing with a wet-snow problem is a matter of timing and avoiding being on damp surfaces during the warmest part of the day is the best approach."
March,16,2024,"The avalanche danger is MODERATE in upper elevation terrain, where it will be possible for humans to trigger wind-drifted snow avalanches near ridgelines and on terrain features lower on the slope.  With strong winds over the last few days, you may find areas of wind-drifted snow below 9,500' that will be sensitive to backcountry travelers and act more like high-elevation terrain.
Outside of the wind zone there is a LOW avalanche danger.  With daytime warming there will be rollerballs, pinwheels, and small point releases potentially leading to shallow wet slab avalanches on solar aspects and the lowest elevation northerly facing terrain."
March,15,2024,"Overall, the avalanche danger is MODERATE at all upper and mid-elevation slopes where periods of heavy snowfall and elevated winds have created heightened avalanche conditions today.
Throughout the day, easterly winds will continue to form unstable slabs of wind-drifted snow at all mid and upper-elevation slopes. Outside the wind zone, both loose snow and slab avalanches may be possible within the different layers of new snow from the past few days. The elevated winds should keep the wet snow at bay, but when the strong sun comes out, there could be some rollerballs, pinwheels, and small point releases.
The avalanche danger is LOW at low elevations.

Easterly winds are unusual for the Wasatch, and with unusual weather patterns come unusual loading patterns. Pay attention to changing or abnormal conditions throughout the day. Making conservative choices isn't a bad idea when there is uncertainty."
March,14,2024,"Overall, the avalanche danger is MODERATE at all upper and mid-elevation slopes where periods of heavy snowfall and elevated winds have created heightened avalanche conditions today.
Throughout the day the increasing winds will continue to form unstable slabs of wind-drifted snow. Both loose snow and slab avalanches may be possible within the different layers of new snow from the past few days.

The avalanche danger is LOW at low elevations.

Easterly winds are unusual for the Wasatch, and with unusual weather patterns come unusual loading patterns. Pay attention to rising and changing conditions throughout the day."
March,13,2024,"The avalanche danger is MODERATE at the mid and upper elevations where human-triggered avalanches involving long-running sluffs and soft slabs of new snow up to a foot thick are possible. The avalanche danger is LOW at low elevations.


The new snow will quickly become more reactive today during any period of heavy snowfall or increase in winds."
March,12,2024,"We start this morning at LOW danger.  Remember, LOW Danger does not mean No Danger.  It may be possible to trigger small avalanches in isolated terrain.
I don't think we'll see enough new snowfall (3-5"") today to pose an problem, but if we see more snow and wind than expected, watch for increasing danger in the new snow in the steeper terrain on all aspects of the higher elevations. Continue to give the yawning cornices a wide berth."
March,11,2024,"Most terrain has LOW avalanche danger. 
Areas of MODERATE, however, exist for pockety hard slabs of wind drifted snow, found primarily in the upper elevations.
Continue to avoid the overhanging cornices adorning the ridgelines."
March,10,2024,"The Avalanche danger is MODERATE on steep upper-elevation slopes for soft or hard slabs of wind-drifted snow.
As the sun warms the snow surface the avalanche danger could rise to MODERATE for shallow wet-loose avalanches. 

You will find a LOW avalanche danger in terrain protected by the sun and wind. This is also where the best riding will be."
March,09,2024,"The avalanche danger is MODERATE on all upper elevation steep slopes for fresh soft slabs of wind-drifted snow. On sunny slopes, the avalanche danger will quickly rise to MODERATE as the strong March sun heats the snow surface, eventually making it unstable. Don't overstay your welcome on steep sunlit slopes today.     

Out of the wind and sun, we have generally safe avalanche conditions, and backcountry travelers should watch for unstable snow on isolated terrain features. Remember that the mountains are a wild environment, and mountain travel is inherently dangerous."
March,08,2024,"The avalanche danger is MODERATE on wind-drifted slopes at the upper elevations where triggering shallow soft slabs of wind-drifted snow are possible. Also watch for long-running sluffing in the dry new snow on steep northerly-facing terrain and sluffing in loose, wet snow on south and west aspects. The avalanche danger is LOW at the low and mid elevations.

If you choose to step into bigger terrain, evaluate each slope carefully for wind-drifted snow or thinner, rockier slopes where it is possible to trigger an avalanche. Consider the consequences of your terrain choices if you get caught in even a small avalanche."
March,07,2024,"Today, there is a  MODERATE avalanche danger on upper elevation steep terrain for lingering wind-drifted snow avalanches. The avalanche danger is LOW in mid and lower elevation terrain.
You will see dry loose avalanches in steep terrain at all elevations on the shady side of the compass and may see wet snow with daytime warming.

As you step out into bigger terrain evaluate each slope carefully for areas of wind-drifted snow or  thinner places that may have avalanched earlier this season. These steeper locations will be rockier and have a shallower snowpack. They are the places where it would be possible to trigger an avalanche."
March,06,2024,"Today, there is a  MODERATE avalanche danger on mid and upper elevation steep terrain where it will be possible to trigger 1-2' thick soft and hard slabs of wind drifted snow. The avalanche danger is LOW in lower elevation terrain.
Watch for and avoid sluffing of the newest snow in steep terrain at all elevations on the shady side of the compass, and avoid wet snow with afternoon warming at lower elevations."
March,05,2024,"A MODERATE avalanche danger exists on many steep wind drifted slopes across the compass. You can still trigger pockets of soft and hard slabs of wind drifted snow even along the low elevation bands in exposed terrain.  Avalanches may step into older, weaker layers leading to larger, more destructive avalanches.  (Small avalanches in specific areas and large avalanches in isolated areas are possible.  See additional info below.)  
Cornices, too, are becoming unruly and may break back well beyond the ridgelines."
March,04,2024,"Areas of CONSIDERABLE avalanche danger exists on many steep wind drifted slopes across the compass.  You can trigger 1-3' thick soft and hard slabs of wind drifted snow even along the low elevation bands in exposed terrain.  Note that many drifts will be found in unusual locations. Some of these initial avalanches may step down into older weaker layers leading to larger avalanches.  Cornices, too, are becoming unruly and may break back well beyond the ridgelines."
March,03,2024,"The avalanche danger is CONSIDERABLE  across the mid and upper elevations for wind-drifted snow. Fresh hard or soft wind drifts (slabs) may be found on all aspects, including well down into drainage bottoms which are usually wind-protected. Avalanches could be 1-3 feet deep and large enough to bury a human. Conservative decision-making will be essential today.  

Out of the wind-drifted snow, you will want to assess how the new snow is bonding to the old snow surface. Dry-loose or soft slab avalanches are possible within the new storm snow."
March,02,2024,"The avalanche danger is CONSIDERABLE  at the mid and upper elevations on slopes with new and recent slabs of wind-drifted snow. Fresh wind drifts may be found on all aspects, including well down into drainage bottoms which are usually wind-protected. 


As the storm arrives this afternoon, heavy snowfall and strong winds will likely increase the avalanche danger to HIGH."
March,01,2024,"The avalanche danger is MODERATE  the mid and upper elevations on slopes with new and recent slabs of wind-drifted snow. Fresh wind drifts may be found on all aspects, including well-down into drainage bottoms which are usually wind-protected. While unlikely, it's still possible to trigger a slab avalanche 2' thick on a buried persistent weak layer on east and southeast facing slopes. The avalanche danger is LOW at low elevations.
Stay well back from ridgelines as cornices are large and sensitive, including breaking off naturally.


The avalanche danger will be on the rise through this weekend with strong winds and heavy snowfall arriving by Saturday afternoon."
February,29,2024,"Areas of MODERATE avalanche danger will be found for both lingering and developing soft slabs of wind drifted snow today.  While unlikely, it's still possible to trigger a slab avalanche 2' thick on an older buried layer from mid-Feb on east and southeast facing slopes.  Cornices have become large and unruly: they are calving naturally and triggering new soft slabs on the slope below.  Give them a wide berth.  
The danger for wet avalanches will rise to MODERATE on all steep sunlit slopes and some low elevation shady slopes today with daytime warming."
February,28,2024,"A MODERATE avalanche danger exists on all freshly wind drifted slopes today.  You can trigger 12"" thick slabs of wind drifted snow on nearly all aspects and elevations, but they will be most pronounced on mid and upper elevation north through east through south facing slopes.  Cornices have become large and unruly: they are calving naturally and triggering new soft slabs on the slope below.  Give them a wide berth.  
Keep an eye on how the sun and rapid warming affects the new snow.  I think we'll be able to skate by today without much wet activity (?), but tomorrow will be a different story."
February,27,2024,"Today, there is a CONSIDERABLE avalanche danger on upper-elevation slopes where you are likely to trigger wind-drifted snow avalanches near ridgelines and terrain features; and at mid elevations facing east  and southeast where you may trigger a persistent weak layer avalanche that breaks on facets above a crust 2'-3' deep.

The avalanche danger is MODERATE on other mid-elevation slopes and LOW at the lowest elevations. 


Strong overnight winds created fresh wind-drifts at upper elevations and new snow may be covering them. These wind-drifts may break above you 1'-3' deep; and can be avoided by choosing terrain out of the wind zone."
February,26,2024,"Today, there is a MODERATE avalanche danger on upper-elevation slopes where it will be possible to trigger wind-drifted snow avalanches near ridgelines and terrain features; and at mid elevations facing east  and southeast where you may trigger a persistent weak layer avalanche that breaks on facets above a crust 1'-3' deep.

The avalanche danger may rise to MODERATE on other aspects and elevations later this afternoon with the approach of a new storm that is forecast to bring increased wind speeds, new snow and dropping temperatures to the area."
February,25,2024,"Today, the avalanche danger is CONSIDERABLE across upper-elevation slopes facing east and southeast and MODERATE across south, southwest, and west aspects, as well as mid-elevation aspects facing east, southeast, south, and southwest, where triggering a persistent weak layer avalanche that breaks to a crust with faceted snow 1-3 feet deep is possible. Additionally, there is a MODERATE avalanche danger across all upper-elevation terrain for stubborn of wind-drifted snow.

On slopes facing southwest through south and southeast, the avalanche danger may rise to MODERATE as the snow surface heats up, potentially leading to small wet-loose avalanches on solar aspects. The remaining aspects have a LOW avalanche danger.


It's crucial to carefully evaluate snow and terrain today, identifying potential hazards, as human-triggered avalanches are possible."
February,24,2024,"Today, the avalanche danger is CONSIDERABLE across upper-elevation slopes facing east and southeast, and MODERATE across south, southwest, and west aspects, as well as mid-elevation aspects facing east, southeast, south, southwest, and west, where triggering a persistent weak layer avalanche that breaks to a crust with faceted snow 1-3 feet deep is possible. Additionally, there is a MODERATE avalanche danger across all upper-elevation terrain for both hard or soft slabs of wind-drifted snow.

On slopes facing southwest through south and southeast, the avalanche danger will rise to MODERATE as the snow surface heats up, potentially leading to small wet-loose avalanches on solar aspects. On mid and upper-elevation slopes facing southeast, any wet avalanches may trigger larger slab avalanches, failing on the persistent weak layer (PWL). The remaining aspects have a LOW avalanche danger.


It's crucial to carefully evaluate snow and terrain today, identifying potential hazards, as human-triggered avalanches are possible."
February,23,2024,"The avalanche danger is CONSIDERABLE on mid and upper elevation slopes facing east and southeast for avalanches failing in a persistent weak layer buried 2-3' deep. There is a MODERATE danger on slopes facing west through south and southeast for wet snow avalanches.
The avalanche danger is MODERATE on wind-loaded slopes facing northwest through northeast at the mid and upper elevations. Low elevation northerly slopes have a LOW danger."
February,22,2024,"Today, the avalanche danger is CONSIDERABLE across the mid and upper-elevation slopes that face east, southeast, south, southwest, and west, where you can trigger a persistent weak layer avalanche that breaks to a crust with faceted snow 1-3 feet deep. 
We also have a CONSIDERABLE avalanche danger across all upper-elevation terrain for both hard or soft slabs of wind-drifted snow. Avalanches can fail 1-3 feet deep and hundreds of feet wide. Careful route-finding and conservative decision-making will be essential today."
February,21,2024,"Today the avalanche danger is CONSIDERABLE across all mid and upper-elevation steep slopes for both Wind-Drifted Snow and a Persistent Weak Layer avalanche problem. Avalanches can fail 1-3 feet deep and hundreds of feet wide. The avalanche danger is also CONSIDERABLE for Wet-Snow avalanches across the low and mid-elevations. Avoid being in or underneath ice climbs as well as avalanche paths. Avalanches can travel long distances.
Careful route-finding and conservative decision-making will be essential today."
February,20,2024,"The avalanche danger in the Provo Area Mountains is CONSIDERABLE  where you are likely to trigger a wind-drifted snow avalanche near ridgetops and on the leeward side of terrain features at higher elevations. This storm pattern is ideal for the Provo area to receive higher precipitation rates and the likelihood of rain on snow means natural wet snow avalanches are possible at mid and low elevations.



Careful snowpack evaluation, cautious route-finding, and conservative decision-making will be essential today and if in doubt travel on terrain less than 30 ° in steepness."
February,19,2024,"The avalanche danger is CONSIDERABLE at upper elevations where it may be possible to trigger a wind-drifted snow avalanche near ridgetops and on the leeward side of terrain features.
Mid-elevation slopes have a MODERATE danger where we have had reports of avalanches failing on a new/old snow interface that was buried on Valentine's Day.  This storm interface has been associated with a crust in many locations and we have seen avalanches failing 1'-2' deep on west-south-southeast aspects. This avalanche problem is spotty-meaning that a snowpit in one location may not tell you if the slope you want to travel on has this buried layer. Dig on slopes you wish to travel on to determine if this interface is present. 



Sunny skies and filtered clouds could warm the snow surface particularly at lower elevations out of the wind zone, where you could see wet loose avalanche activity on the snow surface. 

Careful snowpack evaluation, cautious route-finding, and conservative decision-making will be essential today and if in doubt choose terrain less than 30 ° in steepness."
February,18,2024,"The avalanche danger is CONSIDERABLE on all slopes across the upper elevations, where strong winds and new snow have created dangerous avalanche conditions, and it remains possible to trigger a hard slab avalanche breaking 4-6 feet deep on a deeply buried persistent weak layer of faceted snow. The mid-elevation slopes that received generally less wind and snow have a MODERATE danger.

Any avalanches, wind-drifted snow, or new snow may be more sensitive today due to weak grains at the new snow, old snow interface, particularly on aspects with a southeasterly or easterly direction. Careful snowpack evaluation, cautious route-finding, and conservative decision-making will be essential today.

If the sun comes out this afternoon, the snow surface could heat up, and we could begin seeing small wet-loose avalanches on solar aspects. Remember, even ""smaller"" slides can be dangerous in high-consequence terrain."
February,17,2024,"The avalanche danger is CONSIDERABLE on slopes facing west through north through east across the mid and upper elevations, where moderate to strong winds have created sensitive slabs of wind-drifted snow, and it remains possible to trigger a hard slab avalanche breaking 4-6 feet deep on a deeply buried persistent weak layer of faceted snow. 

The danger will rise to MODERATE on the solar slopes as the new snow heats up. Remember, even ""smaller"" slides can be dangerous in high-consequence terrain. Rollerballs are the first sign that the snow surface is becoming wet, and it might be time to switch aspects.




Careful snowpack evaluation, cautious route-finding, and conservative decision-making will be essential today."
February,16,2024,"The avalanche danger is CONSIDERABLE on all aspects at the upper elevations that have soft slabs of recent or fresh wind-drifted snow. Slopes that aren't wind-loaded and slopes at low and mid elevations have a MODERATE danger.

With increasing winds and periods of heavy snowfall possible, the avalanche danger may rise this afternoon, including possible natural avalanches.

Riding conditions will be superb on lower-angled slopes that aren't wind-affected.





On slopes facing west through north through east across the mid and upper elevations, it remains possible to trigger a hard slab avalanche breaking 4-6' deep on a deeply-buried persistent weak layer of faceted snow."
February,15,2024,"Today, the avalanche danger is CONSIDERABLE on all mid and upper-elevation steep slopes for triggering soft slabs of Wind-Drifted Snow. We also have a CONSIDERABLE danger for New Snow dry-loose (sluffs), or soft slab avalanches failing within the recent storm snow. Strong winds and heavy snowfall will increase the avalanche danger throughout the day. Cautious route-finding and conservative decision-making will be essential today. 
On slopes facing west through north through east across the mid and upper elevations, it remains possible to trigger a hard slab avalanche breaking 4-6' deep on buried faceted snow."
February,14,2024,"Today, the avalanche danger is MODERATE on mid and upper-elevation slopes facing west through north through east, where it is possible to trigger a hard slab avalanche breaking 4-6' deep on buried faceted snow. There is also a MODERATE avalanche danger for shallow soft or hard slabs of wind-drifted snow. These drifts may be 6-12 inches deep and up to 100 feet wide.  
Evaluate the snow and terrain carefully; identify and avoid areas of concern. Human-triggered avalanches are possible today."
February,13,2024,"Today, the avalanche danger is CONSIDERABLE on upper elevation slopes facing northwest through east where you may trigger a deep slab avalanche breaking 4-6' deep on buried facets. Thoughtful travel and careful snowpack evaluation will get you to the safest conditions.
On all other slopes, the avalanche danger is MODERATE where it will be possible to trigger either a wet loose avalanche with solar warming throughout the day; or a wind-drifted snow avalanche near ridgetops."
February,12,2024,"Today, the avalanche danger remains CONSIDERABLE at the upper and mid-elevation slopes facing west through north and southeast. Slab avalanches may fail in a persistent weak layer up to 4'- 6' deep. On all other slopes, the avalanche danger is MODERATE.

Avalanche terrain can be easily avoided today, as there is excellent riding on lower-angled shady slopes. Terrain Management is key to a safe day in the mountains."
