Month,Day,Year,Message,Source
12,2,2012,"
December 2, 2012 at 7:57Both above and below treeline, avalanche danger is HIGH on all aspects on slopes 32 degrees and steeper due to rain on new snow up to 10,000'.Travel in or below avalanche terrain is not recommended. ",SAC
11,30,2012,"
November 30, 2012 at 7:53Near and above treeline on NW-N-NE-E aspects steeper than 35 degrees the avalanche danger is HIGH due to intense snowfall, gale force winds, and persistent weak layers in the snowpack. Below treeline the danger on these aspects is CONSIDERABLE. Large human triggered and natural avalanche are likely today. Travel in or below avalanche terrain is not recommended. ",SAC
2,29,2012,"
February 29, 2012 at 8:00Near and above treeline HIGH  avalanche danger will develop on NW-N-NE-E aspects, on slopes 35 degrees and steeper. Areas of  HIGH avalanche danger may also form near and below treeline on NW-N-NE aspects steeper than 35 degrees. CONSIDERABLE danger exists on all other aspects. Dangerous natural and human-triggered avalanches are likely today due to high winds, intense snowfall, and a weak snowpack. Travel in or near avalanche terrain is not recommended. ",SAC
1,23,2012,"
January 23, 2012 at 7:48Near and above treeline, avalanche danger is HIGH on NW-N-NE-E aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is CONSIDERABLE in open areas on all aspects on slopes 35 degrees and steeper. Large destructive avalanches are possible today. ",SAC
3,25,2011,"
March 25, 2011 at 7:00Near and above treeline, the avalanche danger will remain HIGH  on NW-N-NE-E-SE aspects on slopes steeper than 35 degrees. Below treeline the avalanche danger is  CONSIDERABLE  on NW-N-NE-E-SE aspects on slopes steeper than 35 degrees. On the S-SW-W aspects the avalanche danger  will remain CONSIDERABLE above treeline and MODERATE below treeline on slopes steeper than 35 degrees. Large natural and human-triggered  avalanche will remain likely today. ",SAC
3,24,2011,"
March 24, 2011 at 7:00The avalanche danger will rise to HIGH on NW-N-NE-E-SE aspects on slopes steeper than 35 degrees at all elevations today and tonight. On the S-SW-W aspects the avalanche danger will reach CONSIDERABLE on slopes steeper than 35 degrees. Large natural and human-triggered avalanche will become likely due to to strong winds and intense snowfall during the next 24 hours. ",SAC
3,20,2011,"
March 20, 2011 at 7:00Near and above treeline, avalanche danger is HIGH on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is CONSIDERABLE in open areas on all aspects, 35 degrees and steeper. ",SAC
2,25,2011,"
February 25, 2011 at 7:53Near and above treeline, avalanche danger is HIGH on NW-N-NE-E-SE aspects 32 degrees and steeper. Below treeline avalanche danger is CONSIDERABLE on all aspects on slopes 35 degrees and steeper. Large destructive avalanches are likely today. ",SAC
2,18,2011,"
February 18, 2011 at 7:52Near and above treeline, avalanche danger is HIGH on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is  CONSIDERABLE on all aspects on slopes 35 degrees and steeper. ",SAC
12,19,2010,"
December 19, 2010 at 8:03The avalanche danger is HIGH on NW-N-NE-E-SE aspects and CONSIDERABLE on S-SW-W aspects steeper than 30 degrees at all elevations due to a  combination of heavy snow and rain, high winds, and uncertainty surrounding the  weak layer of buried surface hoar. Widespread, large natural and human-triggered  avalanches are likely   to continue today. Travel in or  near avalanche terrain  including low  elevation road cuts and other steep hillsides is not recommended. ",SAC
1,21,2010,"
January 21, 2010 at 8:00Near and above treeline the avalanche danger is HIGH on NW-N-NE-E aspects steeper than 35 degrees. Below treeline CONSIDERABLE avalanche danger exists on open, NW-N-NE-E aspects steeper than 35 degrees. Travel in or near avalanche terrain is not recommended today. ",SAC
12,12,2009,"
December 12, 2009 at 8:01Avalanche danger is HIGH today in wind loaded areas near and above treeline on NW-N-NE-E aspects, 34 degrees and steeper. Near treeline and below treeline, avalanche danger is expected to rise to HIGH danger on NW-N-NE aspects near and above 7,000' on slopes 32 degrees and steeper, due to overloading of persistent weak layers near the base of the snowpack. In other areas, avalanche danger will range from MODERATE to CONSIDERABLE today. ",SAC
12,7,2009,"
December 7, 2009 at 8:00Near and above treeline, avalanche danger is HIGH on NW-N-NE-E aspects 34 degrees and steeper. Below treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger in open areas on NW-N-NE-E aspects and in creek beds 34 degrees and steeper. ",SAC
3,4,2009,"
March 4, 2009 at 8:07Near and above treeline, avalanche danger is HIGH on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger in open, wind affected areas, 37 degrees and steeper. ",SAC
3,3,2009,"
March 3, 2009 at 8:01Near and above treeline, avalanche danger is HIGH on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger in open, wind affected areas, 37 degrees and steeper. ",SAC
2,22,2009,"
February 22, 2009 at 8:00On slopes steeper than 35 degrees, the avalanche danger is HIGH on NW-N-NE aspects with pockets of HIGH danger on E aspects below 8700'.  On the SE-S-SW-W aspects that receive rain today the avalanche danger is CONSIDERABLE. Above 8700' the avalanche danger is CONSIDERABLE on N-NE-E aspects on slopes steeper than 35 degrees and MODERATE on other aspects. ",SAC
2,17,2009,"
February 17, 2009 at 8:00Large natural and human-triggered avalanches are likely. Near and above treeline the avalanche danger is HIGH on NW-N-NE-E aspects steeper than 35 degrees. Pockets of HIGH danger should also exist on slopes steeper than 35 degrees on the NW-N-NE-E aspects below treeline. Avalanche activity will be less likely on the windward SE-S-SW aspects. Backcountry travel in or around avalanche terrain is not recommended. ",SAC
2,16,2009,"
February 16, 2009 at 8:00Large natural and human-triggered avalanches are likely. Near and above treeline the avalanche danger will increase to HIGH on NW-N-NE-E aspects steeper than 35 degrees by this afternoon. Pockets of HIGH danger should also develop on slopes steeper than 35 degrees on cross loaded W aspects at all evelations and on the NW-N-NE-E aspects below treeline. Avalanche activity will be less likely on the windward SE-S-SW aspects. Backcountry travel in or around avalanche terrain is not recommended. ",SAC
