Month,Day,Year,Message,Source
12,4,2024,"Avalanche activity has grown unlikely, but people should still practice good travel techniques like carrying avalanche safety gear, only exposing one person at a time when traveling in steep terrain, and regrouping in safe zones. Expect variable snow conditions and plenty of obstacles when traveling in the backcountry. Talk with your group to make plans that match your skills with the current conditions.",sac
12,3,2024,"Avalanche activity has grown unlikely, but some weak snow still lingers at the base of the snowpack on high-elevation, shady slopes. Talk with your group to make plans that match your skills with the current conditions. Carry avalanche safety gear, only expose one person at a time when traveling in steep terrain, and regroup in safe zones.",sac
12,2,2024,"Mild sunny weather with light winds will continue.  A weak snowpack structure continues to be present in some isolated portions of the forecast region.  LOW avalanche danger exists with avalanches unlikely today, normal caution is advised.",sac
12,1,2024,Snowpack coverage varies based on elevation and location.  Unstable snow and weak snowpack structure continue in isolated areas of the forecast region.  LOW avalanche danger exists with avalanches unlikely today.,sac
11,30,2024,"There remains a small chance you might trigger an isolated, but sizable avalanche due to lingering poor snowpack structure. Not all LOW avalanche danger days are equal. Moving through avalanche terrain while acknowledging uncertainty and maintaining preparedness for a large and unexpected avalanche is the current theme.",sac
4,28,2024,"Thank you for a great season!
Regular avalanche forecasts have ended.  We will be issuing intermittent updates through May 1st.  This most recent update is from Sunday April 28, 2024. 

During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and glide avalanches
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches
3. Wind Drifted Snow:  Wind slabs; soft or hard drifts of wind-blown snow",Utah
4,27,2024,"Thank you for a great season!
Regular avalanche forecasts have ended.  We will be issuing intermittent updates through May 1st.  This most recent update is from Saturday April 27, 2024. 

During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and glide avalanches
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches
3. Wind Drifted Snow:  Wind slabs; soft or hard drifts of wind-blown snow",Utah
4,26,2024,"Thank you for a great season!
Regular avalanche forecasts have ended.  We will be issuing intermittent updates through May 1st.  This most recent update is from Friday April 26, 2024. 

During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and glide avalanches
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches
3. Wind Drifted Snow:  Wind slabs; soft or hard drifts of wind-blown snow",Utah
4,25,2024,"Thank you for a great season!
Regular avalanche forecasts have ended.  We will be issuing intermittent updates through May 1st.  This most recent update is from Thursday April 25, 2024. 

During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and glide avalanches
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches
3. Wind Drifted Snow:  Wind slabs; soft or hard drifts of wind-blown snow",Utah
4,23,2024,"Thank you for a great season!
Regular avalanche forecasts have ended.  We will be issuing intermittent updates through May 1st.  This most recent update is from Tuesday April 23, 2024. 

During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and lastly glide avalanches.
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches.
3. Wind Drifted Snow:  Wind slabs - soft or hard drifts of wind-blown snow.",Utah
4,18,2024,"Thank you for a great season!
Regular avalanche forecasts have ended.  We will be issuing intermittent updates through May 1st.  

During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and lastly glide avalanches.
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches.
3. Wind Drifted Snow:  Wind slabs - soft or hard drifts of wind-blown snow.",Utah
4,16,2024,"Thank you for a great season!
Regular avalanche forecasts have ended.  We will be issuing intermittent updates through May 1st.  

During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and lastly glide avalanches.
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches.
3. Wind Drifted Snow:  Wind slabs - soft or hard drifts of wind-blown snow.",Utah
4,15,2024,"Thank you for a great season!
Regular avalanche forecasts have ended.  We will be issuing intermittent updates through May 1st.  

During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and lastly glide avalanches.
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches.
3. Wind Drifted Snow:  Wind slabs - soft or hard drifts of wind-blown snow.",Utah
4,10,2024,"The snowpack is generally stable, and the avalanche danger is overall LOW this morning, with normal caution advised. The two main concerns are isolated pockets of wind-drifted snow in exposed upper-elevation terrain and wet snow on the steep solar slopes.

Most of the drifting will be on north to east to south facing aspects, but terrain channeling may drift snow onto any aspect. These soft slabs should be easy to recognize this morning; avoid any slopes with obvious signs of wind-drifted snow.

Throughout the day, as the winds decrease, the strong sunshine may cause the avalanche danger to rise at all elevations facing east-south-west. In these areas, it could become possible for humans to trigger wet loose snow avalanches.",Utah
3,23,2024,"The avalanche danger is LOW and the snow is generally stable.  Remember that Low danger does not mean No danger.  Even small avalanches can lead to trouble in extreme terrain.  

With a strong storm heading our way, be sure to re-evaluate your plans based on the weather today. Heavy snowfall for a short period can instantly spike the avalanche danger.",Utah
3,22,2024,"The avalanche danger is LOW and the snow is generally stable.  Remember that Low danger does not mean No danger.  Even small avalanches can lead to trouble in extreme terrain.  
With daytime warming and/or greenhousing, the snow today may become wet, unsupportable, and unstable.  Any wet avalanche may gouge more deeply into unconsolidated wet grains, leading to a much larger avalanche.  You'll need to pay attention to the snow under your feet today.",Utah
3,12,2024,"We start this morning at LOW danger.  Remember, LOW Danger does not mean No Danger.  It may be possible to trigger small avalanches in isolated terrain.
I don't think we'll see enough new snowfall (3-5"") today to pose an problem, but if we see more snow and wind than expected, watch for increasing danger in the new snow in the steeper terrain on all aspects of the higher elevations. Continue to give the yawning cornices a wide berth.",Utah
3,11,2024,"Most terrain has LOW avalanche danger. 
Areas of MODERATE, however, exist for pockety hard slabs of wind drifted snow, found primarily in the upper elevations.
Continue to avoid the overhanging cornices adorning the ridgelines.",Utah
2,11,2024,"Today, the avalanche danger is MODERATE. Deadly slab avalanches may fail in a persistent weak layer and be up to 6' deep on upper and mid-elevation slopes facing west through north and southeast. On all other slopes, the main concern is soft slabs of storm snow or wind-drifted snow 2-3' deep. In areas without a cohesive slab, you may trigger long-running loose snow sluffs in steep terrain.
With the sun, the solar aspects may experience pinwheels, roller balls, and small sluffs as the cold snow heats up.
With clearing skies, backcountry riders will continue to encounter elevated avalanche conditions. Evaluate snow and terrain carefully. Excellent riding conditions exist on lower-angled slopes in all directions.",Utah
2,10,2024,"Today, the avalanche danger is MODERATE. Deadly slab avalanches may fail in a persistent weak layer and be up to 6' deep on upper and mid-elevation slopes facing west through north and southeast. On all other slopes, the main concern is soft slabs of storm snow or wind-drifted snow 2-3' deep. In areas without a cohesive slab, you may trigger long-running loose snow sluffs in steep terrain.
With clearing skies, backcountry riders will continue to encounter elevated avalanche conditions. Evaluate snow and terrain carefully. Excellent riding conditions exist on lower-angled slopes in all directions.",Utah
1,14,2024,"THE AVALANCHE DANGER IS EXTREME, EXTRAORDINARILY DANGEROUS AVALANCHE CONDITIONS. NATURAL AND HUMAN-TRIGGERED AVALANCHES ARE CERTAIN. AVOID ALL AVALANCHE TERRAIN. 
DEADLY AND DANGEROUS AVALANCHE CONDITIONS EXIST ON ALL ASPECTS AND ELEVATIONS.",Utah
1,4,2024,"There is a generally LOW avalanche danger but conditions will be changing. 
Even though we will only see a few inches of new snow today, it will sluff easily in steep terrain.  If you're traveling along the ridgelines this afternoon, watch for very shallow, very soft, very sensitive soft slabs.  Today's a day to get locked in toward an avalanche mindset.  Conditions will start to get tricky and dangerous soon.",Utah
1,3,2024,"There is a generally LOW avalanche danger in the backcountry.  
It will be possible to trigger shallow loose dry sluffs in steep northerly terrain.  Also keep an eye on blowing and drifting snow along the most exposed ridgelines where you may find new shallow soft slabs.",Utah
1,2,2024,"Today there is a LOW avalanche danger where natural and human triggered avalanches are unlikely except in isolated areas or extreme terrain.

The big news is that we are looking at a weather pattern change and a chance of snow later this week, which could mean changing avalanche conditions.",Utah
1,1,2024,Happy New Year. Today there is a LOW avalanche danger where natural and human triggered avalanches are unlikely except in isolated areas or extreme terrain.,Utah
12,11,2024,"The avalanche danger is LOW and normal caution is advised.  Watch for the development of shallow, new soft slabs of wind drifted snow along the higher ridgelines by the afternoon.  These may crack out on you, but shouldn't pose too much of an issue except in steep rocky terrain.  Isolated loose snow sluffs may also be expected in very steep northerly terrain.",Utah
12,10,2024,"The avalanche danger is LOW, meaning avalanches are unlikely but not impossible today. Recent snowfall and strong winds may have formed isolated wind slabs near ridgelines, which could fail on buried facets in wind-loaded terrain. Pay attention to areas with additional wind or snow.
Carefully assess snow and terrain in wind-loaded areas and avoid thin snowpack zones where buried obstacles may be just below the surface.",Utah
12,9,2024,"The avalanche danger is LOW. With a trace of new snowfall and multiple days of elevated wind speeds, carefully evaluate snow and terrain in areas where wind-transported snow could accumulate, potentially forming wind slabs near ridgelines that may fail on a buried layer of facets. Avoid thinner snowpack areas, where buried obstacles could lurk just beneath the surface.",Utah
12,8,2024,"The avalanche danger is LOW.  With increased wind speeds last night and continuing through the day, evaluate snow and terrain carefully in locations where wind transported snow could accumulate and create wind slabs near ridgelines that may fail on a buried layer of facets. Stay away from thinner areas where you may find buried objects just under the snow surface.",Utah
12,7,2024,"The avalanche danger is generally LOW.  There may be isolated areas where you could trigger a  small wind slab avalanche failing on a buried layer of facets.

Watch for unstable snow on isolated terrain features, and avoid thinner areas where you may find buried objects just under the snow surface.",Utah
12,6,2024,"The avalanche danger is LOW and normal caution is advised. On northerly-facing slopes at the upper elevations, triggering an avalanche 1–2 feet deep on our PWL (persistent weak layer) is unlikely but not impossible. 

Take advantage of the beautiful weather to practice your companion rescue (beacon/probe/shoveling) techniques.",Utah
12,5,2024,"Overall, the avalanche danger is generally LOW, and normal caution is advised. Triggering an avalanche 1–2 feet deep on our PWL (persistent weak layer) is unlikely but not impossible. In more wind-protected areas, small wet or dry sluffs may be expected in isolated spots or extreme terrain.

Continue practicing safe travel habits: expose only one person at a time to avalanche terrain, have someone observe from a safe location, and avoid traveling above or below other parties.",Utah
12,4,2024,"The avalanche danger is LOW and the snow is mostly stable.  Triggering an avalanche 1-2' deep failing on our PWL (persistent weak layer) is unlikely but not impossible.  Otherwise, small wet or dry sluffs can by expected in isolated areas or extreme terrain.  
**Remember that risk is inherent in mountain travel.**",Utah
11,25,2024,"The primary hazard in the Ogden mountains is hitting buried rocks, stumps, and deadfall.  
As always, risk is inherent in mountain travel and isolated avalanche concerns of loose snow sluffs and isolated soft slabs of wind blown snow may be encountered.  Normal Caution is advised.  
***HEADS UP - With this next winter storm, we do expect dangerous avalanche conditions to develop in the upper elevations over the next several days and well into Thanksgiving.***",Utah
11,24,2024,"There is more snow in the southern half of the Ogden Area forecast region, and your primary concern is finding rocks and stumps that are barely covered. 

Updates will follow as conditions warrant. This update is from 7:00 AM Sunday, November 24, 2024.",Utah
11,22,2024,"There is more snow in the southern half of the Ogden Area forecast region and your primary concern is finding rocks and stumps that are just barely covered. With strong winds and snow forecast over this weekend, watch for a rising avalanche danger in the upper elevations.

Updates will follow as conditions warrant. This update is from 6 pm on Friday, November 22, 2024.",Utah
11,20,2024,"There is more snow in the southern half of the Ogden Area forecast region and your primary concern is finding rocks and stumps that are just barely covered.

Updates will follow as conditions warrant.",Utah
11,18,2024,"There is more snow in the southern half of the Ogden Area forecast region and your primary concern is finding rocks and stumps that are just barely covered.
Updates will follow as conditions warrant.",Utah
11,17,2024,"The most significant backcountry risk is hitting rocks and stumps barely buried underneath our thin, shallow snowpack. 



Updates will follow as conditions warrant.",Utah
11,16,2024,"The most significant backcountry risk is hitting rocks and stumps barely buried underneath our thin, shallow snowpack. 



Updates will follow as conditions warrant.",Utah
11,14,2024,"This forecast was updated at 6:00 PM on Thursday, November 14, 2024.



Welcome to the start of the 2024-2025 winter season!
Currently, the greatest backcountry risk is hitting rocks and stumps with our thin/non-existent snowpack. Strong winds on Friday may create pockets of wind-drifted snow along mid and upper elevation ridgelines.


Updates will follow as conditions warrant.",Utah
11,12,2024,"Welcome to the start of the 2024-2025 winter season!
High-elevation, shady aspects with lingering old snow present the highest avalanche risk. Any new snow may not bond well to slick crusts or weak, sugary faceted layers, potentially creating sensitive slabs, particularly in steep, wind-drifted terrain. Practice safe travel techniques: travel with a partner and carry essential rescue gear, including a transceiver, probe, and shovel.
Remember the saying: If there’s enough snow to ski or ride, there’s enough snow to slide.
Although burial risk is generally low, the primary danger lies in being swept through consequential terrain. It’s early in the season with limited options for skiing and riding, so please exercise caution.

This forecast was updated at 9:00 a.m. on November 12, 2024. Updates will follow as conditions warrant.",Utah
11,10,2024,"Welcome to the start of the 2024-2025 winter season.

Thanks for checking the forecast, and stay tuned. We’ll issue updates as conditions warrant.

You can find 4""-6"" of snow on northerly facing terrain above 6,000'. With such thin coverage, even a small avalanche could result in a traumatic ride over rocks. This forecast was updated 0900 Sunday November 10, 2024.",Utah
11,8,2024,"Updated at 6 PM on Friday, November 8.
Welcome to the start of the 2024-2025 winter season.

Thanks for checking the forecast, and stay tuned. We’ll issue updates as conditions warrant, with regular forecasts and danger ratings starting in December.

You can find 4-8"" of snow on northerly facing terrain above about 6,000'.",Utah
11,5,2024,"Welcome to the start of the 2024-2025 winter season.
Thanks for checking the forecast, and stay tuned. We’ll issue updates as conditions warrant, with regular forecasts and danger ratings starting in December.

You can find 4""-8"" of snow on northerly facing terrain above 8,000'. With the thin snowpack any avalanche you trigger could mean a nasty ride through rocky terrain. This update is from 0800 on Tuesday November 5th.",Utah
11,3,2024,"Updated 1:10 PM on Sunday, November 3.

The northwest wind was moving snow across the most upper-elevation terrain, and I imagine small wind slabs could be found in very exposed areas. Otherwise, the snowpack was right-side up, with rocks and shallow snow being the most significant hazards. Winter has begun.

If you're heading to a resort for early-season turns, check uphill policies for each resort.",Utah
11,1,2024,"Updated 6 PM on Friday, November 1.
With snow forecast for this weekend, watch for sensitive soft slabs of storm snow and wind slabs.  
If you're heading to a resort for early-season turns, be sure to check uphill policies for each resort.




We'll let you know when we begin issuing regular forecasts with danger ratings.",Utah
10,29,2024,"Welcome to the start of the 2024–2025 winter season!
Thanks for checking the forecast—stay tuned for updates as conditions change. Regular forecasts and danger ratings typically begin in early December.
Remember, as soon as there’s snow on the ground, avalanche season has begun! If there’s enough snow to ski or ride, there’s enough snow to slide. A good reminder is the “day of madness” on November 13, 2011. Read more here and listen to the podcast to help us avoid repeating history.",Utah
4,30,2023,"During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and lastly glide avalanches.
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches.
3. Wind Drifted Snow:  Wind slabs - soft or hard drifts of wind-blown snow. 


Taking a chance with steep alpine slopes that have not had a solid refreeze in a few days is a dangerous game.",Utah
4,27,2023,"During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and lastly glide avalanches.
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches.
3. Wind Drifted Snow:  Wind slabs - soft or hard drifts of wind-blown snow.",Utah
4,26,2023,"During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and lastly glide avalanches.
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches.
3. Wind Drifted Snow:  Wind slabs - soft or hard drifts of wind-blown snow.",Utah
4,25,2023,"During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and lastly glide avalanches.
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches.
3. Wind Drifted Snow:  Wind slabs - soft or hard drifts of wind-blown snow.",Utah
4,24,2023,"During the spring, there are typically three different avalanche problems:
1. Wet Snow:  Wet loose avalanches, wet slab avalanches, and lastly glide avalanches.
2. New Snow:  New storm snow instability as soft slab avalanches and loose dry avalanches.
3. Wind Drifted Snow:  Wind slabs - soft or hard drifts of wind-blown snow.",Utah
4,20,2023,"The snowpack is generally stable and the avalanche danger is LOW. The two main concerns are isolated pockets of wind-drifted snow in exposed terrain at the upper elevations, and sluffing within the few inches of new snow at the surface in steep terrain.


Risk is inherent in mountain travel; getting caught in even a small avalanche could have a detrimental outcome.",Utah
4,15,2023,"The avalanche danger is LOW as we generally have safe avalanche conditions. Watch for unstable snow on isolated terrain features. Both natural and human-triggered avalanches are unlikely. 


Slide-for-life conditions (where you are unable to arrest after falling) are possible on smooth, hard, and frozen snow surfaces.",Utah
4,14,2023,"The avalanche danger is Low.
The two avalanche problems to watch for are (1) cornices along exposed ridgelines at the mid and upper elevations, and (2) glide avalanches in terrain with glide cracks. You also may find low elevation snowpacks haven't yet had a deeper freeze and there may still be wet, unconsolidated snow underneath a shallow refreeze.



Slide-for-life conditions (where you are unable to arrest after falling) are possible on the smooth and frozen snow surface.",Utah
4,4,2023,"The avalanche danger is HIGH.  Very dangerous avalanche conditions exist.  Natural and human triggered avalanches are very likely.
Avoid all avalanche terrain. This includes underneath steep terrain.  Avalanches will run fast and far today.",Utah
3,1,2023,"Today the avalanche danger is CONSIDERABLE. New snow, wind-blown snow, and more snow coming today are creating dangerous avalanche conditions.
What worries me the most is that the danger won't seem obvious, and avalanches may be a bit stubborn to trigger. Nonetheless, avalanches have the potential to be large, destructive, and far running.",Utah
2,18,2023,"The avalanche danger is LOW on all aspects and elevations. Even though the avalanche danger is LOW I would still be on the lookout for pockets of reactive wind-drifted snow, especially in steep, consequential terrain where even a small avalanche can have a disastrous outcome.",Utah
2,17,2023,"The avalanche danger is Low on all aspects and elevations.
Risk is inherent in mountain travel and the two concerns for today are:
1. pockets of reactive wind drifted snow, especially in steep, consequential terrain;
2. small avalanches involving wet snow due to warming.",Utah
2,13,2023,"Overall, the avalanche danger rating is LOW as we generally have safe avalanche conditions. Watch for unstable snow on isolated terrain features. Natural and human-triggered avalanches are unlikely.
Pay attention to the snow surface on the southerlies. If you start seeing rollerballs or the snow becomes damp and unsupportable, it's time to get out of there or change your aspect to a cooler, more shady slope.",Utah
2,12,2023,"Overall, the avalanche danger rating is LOW as we generally have safe avalanche conditions. Watch for unstable snow on isolated terrain features. Natural and human-triggered avalanches are unlikely.",Utah
12,29,2023,"The avalanche danger is LOW and traveling with normal caution is advised when traveling in avalanche terrain. Watch for sluffing in the dry/loose snow surface on steep shady slopes and in isolated areas at the upper elevations, you may encounter shallow slabs of wind-drifted snow.",Utah
12,28,2023,"Overall, the avalanche danger is generally LOW, and normal caution exists. Isolated shallow, soft, or hard slabs of wind-drifted snow may exist in exposed terrain at the upper elevations. Soft slabs may exhibit shooting cracks and are typically sensitive to triggers. Meanwhile, hard slabs can be smooth and round, releasing once well onto the slope.
In wind-protected terrain, the possibility of triggering loose sluffs that can catch and carry a skier or rider down the slope remains.",Utah
12,27,2023,"Overall, the avalanche danger is generally LOW, and normal caution exists. You may encounter isolated pockets of fresh wind-drifted snow in exposed terrain at the upper elevations. In the more wind-protected terrain, you may be able to trigger shallow loose sluffs that will be enough to catch and carry a skier or rider down the slope. 

Continue to maintain safe travel habits; this means exposing one person at a time to avalanche terrain, having someone watch them from a safe location, and not traveling above or below other parties.",Utah
12,26,2023,"The avalanche danger is LOW. Although avalanches are unlikely, watch for small avalanches in isolated areas, including
- pockets of wind-drifted snow at the upper elevations 6-10"" thick;
- sluffing in the loose snow on steep and sustained aspects.",Utah
12,25,2023,"The avalanche danger is LOW. Although avalanches are unlikely, watch for small avalanches in isolated areas, including
- pockets of wind-drifted snow at the upper elevations that are up to 6"" thick;
- sluffing in the loose snow on steep and sustained aspects.",Utah
12,22,2023,"The avalanche danger is LOW and natural and human-triggered avalanches are unlikely. With a poor overnight refreeze and warm temperatures forecast for today, watch for small wet-loose avalanches at the low and mid elevations.



Continue to maintain safe travel habits; this means exposing one person at a time to avalanche terrain, having someone watch them from a safe location, and not traveling above or below other parties.",Utah
12,21,2023,"Overall, the avalanche danger is generally LOW, and normal caution exists. You may encounter isolated pockets of fresh wind-drifted snow in exposed terrain at the mid and upper elevations. Wet-loose avalanches should remain on your radar in damp or punchy, unsupportable areas that received rain yesterday and another poor overnight refreeze. 

Continue to maintain safe travel habits; this means exposing one person at a time to avalanche terrain, having someone watch them from a safe location, and not traveling above or below other parties.",Utah
